url,urlkey,timestamp,status,mime,languages,filename,offset,length,digest
https://reliefweb.int/?page=7,"int,reliefweb)/?page=7",20260123211731,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220838597.76/warc/CC-MAIN-20260123191112-20260123221112-00685.warc.gz,389462440,34463,Y5AKVPCMPUK5IVLQ3WIMI35GWU4VFGMR
https://reliefweb.int/?page=8,"int,reliefweb)/?page=8",20260120192807,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469561.38/warc/CC-MAIN-20260120171558-20260120201558-00686.warc.gz,402695058,34244,JIS4QOWSOPBN7EEWPRWX5HPGT6K3JDSW
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/ethiopia/ethiopia-floods-flash-update-12-may-2023%3Fct%3Dt%2528EMAIL_CAMPAIGN_12_May_2023_COPY_04%2529%26goal%3D0_82a80d2ffe-50af2a72e2-109593587&limit=1,"int,reliefweb)/ai/chat/popup?goal=0_82a80d2ffe-50af2a72e2-109593587&limit=1&url=https://reliefweb.int/report/ethiopia/ethiopia-floods-flash-update-12-may-2023?ct=t(email_campaign_12_may_2023_copy_04)",20260116114335,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469299.56/warc/CC-MAIN-20260116111648-20260116141648-00218.warc.gz,395430695,17574,EWIBFVT4GCSE4RN5PD2N4IG5IECJ3QOO
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/map/burundi/les-activit%25C3%25A9s-du-hcr-au-burundi-localisation-des-repatri%25C3%25A9s-et-des-refugi%25C3%25A9s-au-311205&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/map/burundi/les-activit%c3%a9s-du-hcr-au-burundi-localisation-des-repatri%c3%a9s-et-des-refugi%c3%a9s-au-311205",20260118150614,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469410.3/warc/CC-MAIN-20260118124654-20260118154654-00100.warc.gz,382774869,17420,Z4XHIHY3NFJPCMTWWO33JJKT37PN7NQB
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/map/central-african-republic/r-publique-centrafricaine-sites-des-personnes-d-plac-es-internes-pdis-7&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/map/central-african-republic/r-publique-centrafricaine-sites-des-personnes-d-plac-es-internes-pdis-7",20260122073244,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220470043.11/warc/CC-MAIN-20260122061307-20260122091307-00837.warc.gz,397564056,17404,43R32GITIJS5PXZPGJB3HHLSRAGYRVV4
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/map/china/china-floods-location-map-21-may-2003&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/map/china/china-floods-location-map-21-may-2003",20260120004904,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469507.20/warc/CC-MAIN-20260119224403-20260120014403-00207.warc.gz,384402750,17333,RJBWIFTNH2SSN2RCZUB2WNDOEOJMG64A
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/map/costa-rica/alertas-vigentes-al-10-de-octubre-2017&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/map/costa-rica/alertas-vigentes-al-10-de-octubre-2017",20260123183622,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220837641.79/warc/CC-MAIN-20260123160555-20260123190555-00352.warc.gz,376122855,17362,OVDZUBC5GXD3WNY3Y4PEUYHJ4ZRPI5J4
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/map/democratic-republic-congo/democratic-republic-congo-affected-populations-province-internally&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/map/democratic-republic-congo/democratic-republic-congo-affected-populations-province-internally",20260118041343,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469396.8/warc/CC-MAIN-20260118032915-20260118062915-00664.warc.gz,398393780,17363,RBQN47WAI6LJHHGDSYGXYQAGIE6BC5HT
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/map/djibouti/fy-2006-usg-programs-horn-africa-30-mar-2006&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/map/djibouti/fy-2006-usg-programs-horn-africa-30-mar-2006",20260119031706,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469428.63/warc/CC-MAIN-20260119010713-20260119040713-00571.warc.gz,392373844,17358,I5NBYCJIK2VKTZFD7NNRFNG2V7XY5TRO
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/map/dominican-republic/republica-dominicana-evento-disturbio-tropical-al-de-26-sep-2008&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/map/dominican-republic/republica-dominicana-evento-disturbio-tropical-al-de-26-sep-2008",20260113165730,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220468947.64/warc/CC-MAIN-20260113141813-20260113171813-00380.warc.gz,374079308,17387,BHPJXYXBKMAZC76PCBI2UABTNKDXWPDR
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/map/india/asia-severe-weather-echo-daily-map-24112015&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/map/india/asia-severe-weather-echo-daily-map-24112015",20260122165359,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220470232.30/warc/CC-MAIN-20260122152603-20260122182603-00657.warc.gz,354358504,17364,JZLEJKMSI6UTGZ3OANMAG4PBVP6D6KZH
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/map/indonesia/indonesia-mentawai-earthquake-situation-map&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/map/indonesia/indonesia-mentawai-earthquake-situation-map",20260117170342,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469354.41/warc/CC-MAIN-20260117151209-20260117181209-00305.warc.gz,398033961,17351,6RXBDGAJLRWLEGVEDY7SPZDXT3VLD2PK
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/map/lebanon/syria-refugee-response-lebanon-north-governorate-tripoli-t5-child-protection-emergencies&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/map/lebanon/syria-refugee-response-lebanon-north-governorate-tripoli-t5-child-protection-emergencies",20260122020825,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469809.59/warc/CC-MAIN-20260122000517-20260122030517-00859.warc.gz,345604481,17405,6HB4TPF2QBUBIGUXMIWDOF3T6GYYE5ML
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/map/madagascar/madagascar-mozambique-tropical-cyclone-freddy-update-dg-echo-daily-map-02032023&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/map/madagascar/madagascar-mozambique-tropical-cyclone-freddy-update-dg-echo-daily-map-02032023",20260118211524,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469418.57/warc/CC-MAIN-20260118185701-20260118215701-00415.warc.gz,380894774,17409,FS7HBV4HQUKNHIDUACMGVMFXFH2YQSJ5
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/map/nepal/nepal-earthquake-idpg-shelter-location-kathmandu-27-april-2015&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/map/nepal/nepal-earthquake-idpg-shelter-location-kathmandu-27-april-2015",20260123135923,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220837434.85/warc/CC-MAIN-20260123130125-20260123160125-00151.warc.gz,382140076,17380,I55LSL3M6P7SW7O6TADWIGDCARTG7VEK
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/map/sudan/sudan-north-darfur-mortality-assessment-2005&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/map/sudan/sudan-north-darfur-mortality-assessment-2005",20260119031014,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469428.63/warc/CC-MAIN-20260119010713-20260119040713-00618.warc.gz,376413179,17338,D3DAR3QYIRVPFMVMIDN5CCSRT7R26W2H
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/map/syrian-arab-republic/syrian-arab-republic-undof-deployment-map-january-2025&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/map/syrian-arab-republic/syrian-arab-republic-undof-deployment-map-january-2025",20260120190305,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469561.38/warc/CC-MAIN-20260120171558-20260120201558-00755.warc.gz,391817741,17369,HB5X7FJYWS2U2T5WAHDNP7GHAWIOLUWV
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/map/uganda/gula-uganda-october-2000&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/map/uganda/gula-uganda-october-2000",20260121042005,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469608.70/warc/CC-MAIN-20260121023113-20260121053113-00204.warc.gz,400198869,17334,HFGGDAP2XCS3JBV4NYSATGMW3ZU3CC5S
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/map/united-states-america/usa-mississippi-coastal-damage-assessment&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/map/united-states-america/usa-mississippi-coastal-damage-assessment",20260122044749,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469991.35/warc/CC-MAIN-20260122030830-20260122060830-00671.warc.gz,369049326,17373,ZZB3NYIEBYHJT4QUIT5LWDXUAYH2SGKS
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/map/viet-nam/viet-nam-storms-and-typhoons-month-july-december-1998&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/map/viet-nam/viet-nam-storms-and-typhoons-month-july-december-1998",20260122103551,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220470183.24/warc/CC-MAIN-20260122091808-20260122121808-00186.warc.gz,385143792,17370,N3XH2R7DVJBT5UC2V55TRBSKYNSX3AEG
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/map/world/epidemic-and-emerging-disease-alerts-pacific-region-11-may-2015&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/map/world/epidemic-and-emerging-disease-alerts-pacific-region-11-may-2015",20260118160553,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469415.65/warc/CC-MAIN-20260118155230-20260118185230-00679.warc.gz,374332212,17382,HTVBXYULUY63VAUI3USBREZ7DYLCHD7V
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/map/world/world-natural-resource-water-freshwater-run&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/map/world/world-natural-resource-water-freshwater-run",20260114080437,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469098.18/warc/CC-MAIN-20260114060053-20260114090053-00591.warc.gz,369153553,17341,S2I5UMKEMEQRTZSZXTFLPFHOFMU6KIOW
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/afghanistan/afghanistan-205th-warriors-assist-school-children-kandahar&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/afghanistan/afghanistan-205th-warriors-assist-school-children-kandahar",20260120130322,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469533.52/warc/CC-MAIN-20260120110214-20260120140214-00260.warc.gz,394998729,17399,B7F2S7TNAKB5JZVZWHFGBAHSW2FVFAR5
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/afghanistan/afghanistan-350-bed-jumhuriat-hospital-constructed-financial-support-china&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/afghanistan/afghanistan-350-bed-jumhuriat-hospital-constructed-financial-support-china",20260123195435,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220838597.76/warc/CC-MAIN-20260123191112-20260123221112-00691.warc.gz,378881263,17416,W3XTWISEAMNMQ3HQO52HQTD4AXUHW5ZG
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/afghanistan/afghanistan-comparative-drought-analysis-september-2024&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/afghanistan/afghanistan-comparative-drought-analysis-september-2024",20260123090218,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220832467.74/warc/CC-MAIN-20260123065134-20260123095134-00960.warc.gz,362001364,17390,SOQ3IN7MFV7DBNKO4BWAPPAGWMHD4HDV
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/afghanistan/afghanistan-hanging-thread-security-council-delegates-call-taliban-tackle-massive&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/afghanistan/afghanistan-hanging-thread-security-council-delegates-call-taliban-tackle-massive",20260114071557,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469098.18/warc/CC-MAIN-20260114060053-20260114090053-00947.warc.gz,400571026,17420,G7XYCDG5A5JFYUSGXSAYW7Y43IVAWA5Z
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/afghanistan/afghanistan-iran-iran-deports-thousands-illegal-afghan-workers&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/afghanistan/afghanistan-iran-iran-deports-thousands-illegal-afghan-workers",20260125055451,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220842498.97/warc/CC-MAIN-20260125045756-20260125075756-00647.warc.gz,376946835,17378,A6S6WXFAU6GLQVDSKRGZQCKQWL7TZQHY
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/afghanistan/afghanistan-un-assistance-only-first-step-averting-famine&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/afghanistan/afghanistan-un-assistance-only-first-step-averting-famine",20260123152416,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220837434.85/warc/CC-MAIN-20260123130125-20260123160125-00528.warc.gz,362295419,17395,NMQXJ7PEFC6FBGRNEJPT5V6CURCEQW2S
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/afghanistan/factbox-military-deaths-afghanistan-07-may-2007&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/afghanistan/factbox-military-deaths-afghanistan-07-may-2007",20260123172124,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220837641.79/warc/CC-MAIN-20260123160555-20260123190555-00552.warc.gz,368282889,17387,BTZQMQA4KMMH26FOSBPLBYDZVUIUP6ON
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/afghanistan/first-person-bravery-afghanistans-girls-and-women&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/afghanistan/first-person-bravery-afghanistans-girls-and-women",20260118054510,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469396.8/warc/CC-MAIN-20260118032915-20260118062915-00863.warc.gz,398530576,17393,LROFJ56Z37CDLSI2EMFLPQFU3CG52VOE
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/afghanistan/july-2023-special-update-open-debate-children-and-armed-conflict&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/afghanistan/july-2023-special-update-open-debate-children-and-armed-conflict",20260118080516,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469404.47/warc/CC-MAIN-20260118063520-20260118093520-00264.warc.gz,388695743,17413,3LYCCSX6FMW2OZB3VFBQJJOQ4YVDK6BL
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/afghanistan/kabul-residents-endure-hours-long-queues-severe-water-crisis&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/afghanistan/kabul-residents-endure-hours-long-queues-severe-water-crisis",20260115112013,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469235.32/warc/CC-MAIN-20260115102600-20260115132600-00550.warc.gz,393383334,17414,COH7WJBD5BSDIBIUCDZGGVA6ITYCUQSN
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/afghanistan/pakistan-violence-vs-stability-national-net-assessment&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/afghanistan/pakistan-violence-vs-stability-national-net-assessment",20260120111555,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469533.52/warc/CC-MAIN-20260120110214-20260120140214-00515.warc.gz,388411819,17389,ENEFJLWP24GGD5DJJ65TJATBCAG332PO
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/afghanistan/provision-educational-services-358-students-kunduz-province-endarips&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/afghanistan/provision-educational-services-358-students-kunduz-province-endarips",20260112214304,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220468194.5/warc/CC-MAIN-20260112192206-20260112222206-00102.warc.gz,428394651,17411,EBWT72EWEVZHK5RT6U4O42Y7J35V7KBA
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/afghanistan/qatar-fund-development-dispatched-16-tons-medical-aid-and-4-ambulances-afghanistan-enar&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/afghanistan/qatar-fund-development-dispatched-16-tons-medical-aid-and-4-ambulances-afghanistan-enar",20260119155810,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469479.58/warc/CC-MAIN-20260119132634-20260119162634-00384.warc.gz,389280623,17444,M66HULY6YR3ZBOFLQJPMNVYV5MPM5PNS
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/afghanistan/wfp-emergency-report-no-21-2005&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/afghanistan/wfp-emergency-report-no-21-2005",20260119215051,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469505.90/warc/CC-MAIN-20260119193727-20260119223727-00184.warc.gz,396053805,17373,3RNI43UFCIGJEHKPMGI2R3RKXBNJJKLJ
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/algeria/wfp-regional-bureau-cairo-middle-east-north-africa-central-asia-and-eastern-europe-3&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/algeria/wfp-regional-bureau-cairo-middle-east-north-africa-central-asia-and-eastern-europe-3",20260121232801,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469738.49/warc/CC-MAIN-20260121210106-20260122000106-00280.warc.gz,418470654,17449,AE352IKVKOBHX3DTQ7LK5HC4OTMI6KFU
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/angola/angola-japan-delivers-fertilizers-agrarian-institute&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/angola/angola-japan-delivers-fertilizers-agrarian-institute",20260113070821,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220468912.16/warc/CC-MAIN-20260113044442-20260113074442-00180.warc.gz,386759770,17379,IGT2D6FYW2F3BQTQTKJUUYCIMJ3E5IJ4
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/angola/angola-training-sexual-violence-and-hivaids-promotes-refugee-integration&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/angola/angola-training-sexual-violence-and-hivaids-promotes-refugee-integration",20260113133106,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220468917.82/warc/CC-MAIN-20260113110810-20260113140810-00754.warc.gz,388686526,17414,L3C6OPHHGFHN2Y6RZRDNUSTLQTWB7NU6
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/antigua-and-barbuda/les-cara-bes-ne-pourront-pas-se-reconstruire-en-mieux-sans-appui&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/antigua-and-barbuda/les-cara-bes-ne-pourront-pas-se-reconstruire-en-mieux-sans-appui",20260118150535,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469410.3/warc/CC-MAIN-20260118124654-20260118154654-00877.warc.gz,396297470,17432,CXN3AABP4VM6Y5YEVMOWNTZWXHXPXJK2
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/argentina/el-presidente-entreg-viviendas-familias-afectadas-por-las-inundaciones-en-santa-fe&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/argentina/el-presidente-entreg-viviendas-familias-afectadas-por-las-inundaciones-en-santa-fe",20260122074946,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220470043.11/warc/CC-MAIN-20260122061307-20260122091307-00160.warc.gz,379103240,17429,5FXNN7I3N7KVAWTPD74OJERMLQIOZM7A
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/azerbaijan/nagorno-karabakh-rapid-descent&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/azerbaijan/nagorno-karabakh-rapid-descent",20260123183701,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220837641.79/warc/CC-MAIN-20260123160555-20260123190555-00467.warc.gz,396909601,17376,UUL3DNDMRY3L7JFQ7AOYVS3STSJZ3XWY
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/bahamas/bahamas-un-expert-calls-long-term-financial-planning-address-climate-change&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/bahamas/bahamas-un-expert-calls-long-term-financial-planning-address-climate-change",20260118010259,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469387.45/warc/CC-MAIN-20260118002417-20260118032417-00821.warc.gz,381443981,17410,FLAPF6TO77MVGS4FQXFDWCVVK2HLM5AP
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/bangladesh/bangladesh-special-flood-outlook-15-04-2016-flood-forecasting-and-warning-center&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/bangladesh/bangladesh-special-flood-outlook-15-04-2016-flood-forecasting-and-warning-center",20260117105117,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469328.33/warc/CC-MAIN-20260117090220-20260117120220-00063.warc.gz,378340985,17424,BNEYS5ITBMWOWFNK3KHE5I5V4I7YVAIR
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/bangladesh/cash-storm-wfps-early-action-empowers-bangladeshis&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/bangladesh/cash-storm-wfps-early-action-empowers-bangladeshis",20260115030930,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469188.1/warc/CC-MAIN-20260115010708-20260115040708-00413.warc.gz,394759506,17386,IFBWFUAQQRWCM5IAY7WXY4JT5J2RNUQT
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/bangladesh/wfp-cox-s-bazar-information-booklet-overview-programmes-innovations-partnerships-3&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/bangladesh/wfp-cox-s-bazar-information-booklet-overview-programmes-innovations-partnerships-3",20260118133058,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469410.3/warc/CC-MAIN-20260118124654-20260118154654-00203.warc.gz,375607123,17427,SAVM32DY7OKAPQ4HWUMT4JHVBESMVJKV
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/barbados/barbados-needs-be-climate-resilient&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/barbados/barbados-needs-be-climate-resilient",20260124155843,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220840685.89/warc/CC-MAIN-20260124133654-20260124163654-00766.warc.gz,390908196,17361,JDYSTWQKVTMSGJL547NGQ4KEEJGY6ZC4
https://reliefweb.int/ai/chat/popup?url=https%3A//reliefweb.int/report/bolivia-plurinational-state/crecida-del-r-o-paicho-afect-900-familias&limit=1,"int,reliefweb)/ai/chat/popup?limit=1&url=https://reliefweb.int/report/bolivia-plurinational-state/crecida-del-r-o-paicho-afect-900-familias",20260117075137,200,text/html,eng,crawl-data/CC-MAIN-2026-04/segments/1768220469323.54/warc/CC-MAIN-20260117055359-20260117085359-00357.warc.gz,407579298,17409,LI5GERBSBCDIGIG64AMTMF2QYVJIE7CK
